,name,multiverse_id,color_identity,text,flavor,power
32697,Archaeomender,489176.0,['U'],"When Archaeomender enters the battlefield, return target artifact card from your graveyard to your hand.","""Just as a broken relic can be mended, a shattered history can be made whole.""",2
32698,Bruvac the Grandiloquent,489177.0,['U'],"If an opponent would mill one or more cards, they mill twice that many cards instead. (To mill a card, a player puts the top card of their library into their graveyard.)",""". . . and furthermore . . .""",1
32699,Corsair Captain,489178.0,['U'],"When Corsair Captain enters the battlefield, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")
Other Pirates you control get +1/+1.","""Lungs full of sea air and a hold full of loot. Ah, what a life!""",2
32704,Nocturnal Feeder,489183.0,['B'],"Flying
When Nocturnal Feeder dies, each opponent loses 2 life and you gain 2 life.",A living pulse is an irresistible temptation.,2
32705,"Tinybones, Trinket Thief",489184.0,['B'],"At the beginning of each end step, if an opponent discarded a card this turn, you draw a card and you lose 1 life.
{4}{B}{B}: Each opponent with no cards in hand loses 10 life.",Big distractions mean tiny nuisances can slip by unnoticed.,1
32706,Witch of the Moors,489185.0,['B'],"Deathtouch
At the beginning of your end step, if you gained life this turn, each opponent sacrifices a creature and you return up to one target creature card from your graveyard to your hand.",Many hands for many evils.,4
32707,Chained Brute,489186.0,['R'],"Chained Brute doesn't untap during your untap step.
{1}, Sacrifice another creature: Untap Chained Brute. Activate only during your turn.",A momentary lapse is all it needs to break free.,4
32708,Immolating Gyre,489187.0,['R'],"Immolating Gyre deals X damage to each creature and planeswalker you don't control, where X is the number of instant and sorcery cards in your graveyard.","""Nice army you had there.""",
32710,Lightning Visionary,489189.0,['R'],"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)","""The gods don't speak to mortals with gentle entreaties. They speak with thunder and fury.""",2
32717,Branching Evolution,489196.0,['G'],"If one or more +1/+1 counters would be put on a creature you control, twice that many +1/+1 counters are put on that creature instead.","""Is it the water? The stars? Whatever it is, something incredible is happening here.""
—Eris, zoologist, journal entry",
32719,Towering Titan,489198.0,['G'],"Towering Titan enters the battlefield with X +1/+1 counters on it, where X is the total toughness of other creatures you control.
Sacrifice a creature with defender: All creatures gain trample until end of turn.","""Knock, knock.""",0
32767,Aegis of the Heavens,489563.0,['W'],Target creature gets +1/+7 until end of turn.,Inner strength is never seen until it makes all the difference.,
32768,Aerial Assault,489564.0,['W'],Destroy target tapped creature. You gain 1 life for each creature you control with flying.,"""Oh, you must be mistaken. Hawks are solitary hunters, you see.""
—Bunder Diedreck, ornithologist",
32778,Archon of Redemption,489574.0,['W'],"Flying
Whenever Archon of Redemption or another creature with flying enters the battlefield under your control, you may gain life equal to that creature's power.","Until Emeria is freed, he raises his sword in her name.",3
32781,Bulwark Giant,489577.0,['W'],"When Bulwark Giant enters the battlefield, you gain 5 life.","""Where did *she* come from? More importantly, are there more like her?""
—Gideon Jura",3
32782,Cathar's Companion,489578.0,['W'],"Whenever you cast a noncreature spell, Cathar's Companion gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)","""Unwavering and loyal, they represent stability in uncertain times.""
—Rem Karolus, Slayer of Angels",3
32784,Celestial Mantle,489580.0,['W'],"Enchant creature
Enchanted creature gets +3/+3.
Whenever enchanted creature deals combat damage to a player, double its controller's life total.","Upon such armor, even a mountain would break.",
32791,Face of Divinity,489587.0,['W'],"Enchant creature
Enchanted creature gets +2/+2.
As long as another Aura is attached to enchanted creature, it has first strike and lifelink.",Pure souls shine bright as daybreak.,
32802,Knight of the Tusk,489598.0,['W'],Vigilance (Attacking doesn't cause this creature to tap.),"""Horse? Who needs a horse?""",3
32805,"Lena, Selfless Champion",489601.0,['W'],"When Lena, Selfless Champion enters the battlefield, create a 1/1 white Soldier creature token for each nontoken creature you control.
Sacrifice Lena: Creatures you control with power less than Lena's power gain indestructible until end of turn.","""Those who do evil and those who do nothing are equally worthy of contempt.""",3
32807,"Linvala, Keeper of Silence",489603.0,['W'],"Flying
Activated abilities of creatures your opponents control can't be activated.",Those who seek to disturb the harmony of life will see their instruments taken from them.,3
32818,Rhox Faithmender,489614.0,['W'],"Lifelink (Damage dealt by this creature also causes you to gain that much life.)
If you would gain life, you gain twice that much life instead.",Rhoxes who live long enough to retire from war lend support with their extensive knowledge of combat injuries.,1
32821,Sky Tether,489617.0,['W'],"Enchant creature
Enchanted creature has defender and loses flying.","""If you can't control your mount, I will control it for you.""
—Mirela, Azorius hussar",
32830,Chart a Course,489299.0,['U'],Draw two cards. Then discard a card unless you attacked this turn.,"While other pirates prowl for treasure, Captain Parrish plunders secrets.",
32838,Erratic Visionary,489307.0,['U'],"{1}{U}, {T}: Draw a card, then discard a card.","An Izzet experiment begins with a ""what if,"" gets approved with a ""why not,"" and concludes with a ""eureka!""",1
32839,Essence Flux,489308.0,['U'],"Exile target creature you control, then return that card to the battlefield under its owner's control. If it's a Spirit, put a +1/+1 counter on it.","A spirit is both fettered and free—bound in some ways to its previous existence, yet able to transcend much of the corporeal.",
32841,Exclusion Mage,489310.0,['U'],"When Exclusion Mage enters the battlefield, return target creature an opponent controls to its owner's hand.",Successful battles start with knowing who's worth fighting.,2
32846,Mystic Archaeologist,489315.0,['U'],{3}{U}{U}: Draw two cards.,The delight of discovery drives the pursuit of knowledge.,2
32847,Narcolepsy,489316.0,['U'],"Enchant creature
At the beginning of each upkeep, if enchanted creature is untapped, tap it.","""It's so cute when it's sleeping, isn't it? Actually, it's still as abhorrent as ever, but at least it's not trying to kill us.""
—Noyan Dar, Tazeem lullmage",
32858,Rishadan Airship,489327.0,['U'],"Flying
Rishadan Airship can block only creatures with flying.",The view is truly spectacular—as long as you don't look at Rishada itself.,3
32868,Sweep Away,489337.0,['U'],"Return target creature to its owner's hand. If that creature is attacking, you may put it on top of its owner's library instead.",The Roil takes many forms. It also takes many victims.,
32872,Thought Collapse,489341.0,['U'],Counter target spell. Its controller mills three cards.,"""I can think of no greater punishment than answering your question in full.""
—Lazav",
32874,Towering-Wave Mystic,489343.0,['U'],"Whenever Towering-Wave Mystic deals damage, target player mills that many cards.",Thassa's favor followed him to the Underworld. Even the waves of Nerono obeyed his will.,2
32875,Vedalken Archmage,489344.0,['U'],"Whenever you cast an artifact spell, draw a card.","""The Knowledge Pool knows. Memnarch understands.""
—Janus, speaker of the synod",0
32876,Vedalken Entrancer,489345.0,['U'],"{U}, {T}: Target player mills two cards.",Their denial reaches far into your future.,1
32877,Voyage's End,489346.0,['U'],Return target creature to its owner's hand. Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.),Philosophers say those lost at sea ascended to a more perfect realm. Sailors say they drowned.,
32878,Wall of Lost Thoughts,489347.0,['U'],"Defender
When Wall of Lost Thoughts enters the battlefield, target player mills four cards.",Those who intrude upon the Dimir seldom remember that they have done so.,0
32882,Windreader Sphinx,489351.0,['U'],"Flying
Whenever a creature with flying attacks, you may draw a card.","""Your mind is too filled with foolish concerns to hear the subtle whispers that the breeze brings.""",3
32883,Windstorm Drake,489352.0,['U'],"Flying
Other creatures you control with flying get +1/+0.","Drakes become especially voracious as they prepare for their autumn migration, hunting the city's thoroughfares from dawn to dusk.",3
32884,Winged Words,489353.0,['U'],"This spell costs {1} less to cast if you control a creature with flying.
Draw two cards.","Magic written across the sky falls like rain on thirsty ground, bringing forth wisdom in its season.",
32887,Agonizing Syphon,489205.0,['B'],Agonizing Syphon deals 3 damage to any target and you gain 3 life.,"""Your death will take a mere moment, but it will feel like an eternity.""
—Vilis, Broker of Blood",
32896,Blood Divination,489213.0,['B'],"As an additional cost to cast this spell, sacrifice a creature.
Draw three cards.",Predicting the future is a messy business.,
32897,Blood Host,489214.0,['B'],"{1}{B}, Sacrifice another creature: Put a +1/+1 counter on Blood Host and you gain 2 life.",It would be ill-mannered to decline his invitation. It would be ill-advised to accept it.,3
32908,Corpse Hauler,489225.0,['B'],"{2}{B}, Sacrifice Corpse Hauler: Return another target creature card from your graveyard to your hand.","""He expects a reward, but the only piece of silver he'll get from me is my blade in his gut.""
—Shelac, necromancer",2
32913,Drainpipe Vermin,489230.0,['B'],"When Drainpipe Vermin dies, you may pay {B}. If you do, target player discards a card.","When times are tough, the poor eat the rats. When times are tougher, the rats eat the poor.",1
32917,Eternal Taskmaster,489234.0,['B'],"Eternal Taskmaster enters the battlefield tapped.
Whenever Eternal Taskmaster attacks, you may pay {2}{B}. If you do, return target creature card from your graveyard to your hand.","""They are called Eternals. They will never stop.""
—Jace Beleren",2
32924,Funeral Rites,489241.0,['B'],"You draw two cards, lose 2 life, then mill two cards.",Funerary masks help the newly dead resist the erosion of memory and identity in the Underworld.,
