,name,multiverse_id,colors,color_identity,supertypes,text,flavor,number,power,toughness,loyalty
23374,"Marwyn, the Nurturer",443060.0,['G'],['G'],['Legendary'],"Whenever another Elf enters the battlefield under your control, put a +1/+1 counter on Marwyn, the Nurturer.
{T}: Add an amount of {G} equal to Marwyn's power.",Midwife to mothers and leader to all.,172,1,1,
23377,Nature's Spiral,443063.0,['G'],['G'],,Return target permanent card from your graveyard to your hand.,"""As Argoth's last defenders fell to Urza's juggernauts, Titania said, 'Nature cannot be destroyed, only changed.'""
—*The Antiquities War*",175,,,
23378,Pierce the Sky,443064.0,['G'],['G'],,Pierce the Sky deals 7 damage to target creature with flying.,"Llanowar elves conceal their ballistae in the upper canopy of the forest, ready to clear the skies of any intruder.",176,,,
23379,Primordial Wurm,443065.0,['G'],['G'],,,"""You can hear its tail thrashing from a mile away. Keep in mind that its jaws may already be half a mile closer.""
—Jenson Carthalion, Yavimaya exile",177,7,6,
23380,Saproling Migration,443066.0,['G'],['G'],,"Kicker {4} (You may pay an additional {4} as you cast this spell.)
Create two 1/1 green Saproling creature tokens. If this spell was kicked, create four of those tokens instead.",Thallids herd saprolings from place to place in search of detritus to feed them.,178,,,
23382,Spore Swarm,443068.0,['G'],['G'],,Create three 1/1 green Saproling creature tokens.,"As the irrepressible power of a dormant Multani courses through Yavimaya, the forest passes judgment on travelers and natives alike. Only the fungus prospers.",180,,,
23383,Sporecrown Thallid,443069.0,['G'],['G'],,Each other creature you control that's a Fungus or Saproling gets +1/+1.,"""The identifying ornamental growths of alpha thallids may be hereditary, or catalyzed by some chemical signal.""
—*Sarpadian Empires, vol. III*",181,2,2,
23384,Steel Leaf Champion,443070.0,['G'],['G'],,Steel Leaf Champion can't be blocked by creatures with power 2 or less.,One eye open to see the truth of the world. One eye covered to gaze at the goddess within.,182,5,4,
23385,Sylvan Awakening,443071.0,['G'],['G'],,"Until your next turn, all lands you control become 2/2 Elemental creatures with reach, indestructible, and haste. They're still lands.","""Yavimaya is aware, but not always awake. You will know the difference when you see it.""
—Karn",183,,,
23386,Territorial Allosaurus,443072.0,['G'],['G'],,"Kicker {2}{G} (You may pay an additional {2}{G} as you cast this spell.)
When Territorial Allosaurus enters the battlefield, if it was kicked, it fights another target creature.",A living remnant of the Ice Age.,184,5,5,
23391,Yavimaya Sapherd,443077.0,['G'],['G'],,"When Yavimaya Sapherd enters the battlefield, create a 1/1 green Saproling creature token.","""When their community grows cluttered, thallids begin a traditional bobbing dance, then trek out in all directions.""
—*Sarpadian Empires, vol. III*",189,2,2,
23440,Cabal Stronghold,443126.0,,['B'],,"{T}: Add {C}.
{3}, {T}: Add {B} for each basic Swamp you control.","The seat of Belzenlok's power, the Stronghold serves as the gathering place for the Cabal as their dark influence spreads from Urborg.",238,,,
23473,Temporal Machinations,445849.0,['U'],['U'],,"Return target creature to its owner's hand. If you control an artifact, draw a card.","The Cabal soldier blinked and found day had become night, he had a face full of thistle seeds, and the old man was nowhere to be seen.",271,,,
23479,Karplusan Hound,445855.0,['R'],['R'],,"Whenever Karplusan Hound attacks, if you control a Chandra planeswalker, this creature deals 2 damage to any target.","""Don't worry, they don't bite. They much prefer setting people on fire.""
—Jaya Ballard, to Chandra",277,3,3,
23480,Pyromantic Pilgrim,445856.0,['R'],['R'],,Haste (This creature can attack and {T} as soon as it comes under your control.),"""From the volcanoes of Shiv to the Balduvian steppes, I have sought a worthy teacher. At last, I have found one.""",278,3,1,
23493,Mind Control,,['U'],['U'],,"Enchant creature
You control enchanted creature.","""Why fight the body when you can dominate the mind that rules it?""
—Jace Beleren",11,,,
23503,Crowd of Cinders,,['B'],['B'],,"Fear (This creature can't be blocked except by artifact creatures and/or black creatures.)
Crowd of Cinders's power and toughness are each equal to the number of black permanents you control.",They envy the life-giving heat so much that they tear it from those who still possess it.,21,*,*,
23510,Mind Shatter,,['B'],['B'],,Target player discards X cards at random.,"Dark thoughts hatch and twist within the mind, straining to take wing.",28,,,
23511,Moonglove Winnower,,['B'],['B'],,Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.),"Winnowers live to eliminate eyeblights, creatures the elves deem too ugly to exist.",29,2,3,
23523,Cinder Pyromancer,,['R'],['R'],,"{T}: Cinder Pyromancer deals 1 damage to target player or planeswalker.
Whenever you cast a red spell, you may untap Cinder Pyromancer.","""If the whole world burns, I'll never grow cold.""",41,0,1,
23550,Greenweaver Druid,,['G'],['G'],,{T}: Add {G}{G}.,"The other tribes call them fanatics, but none deny that the Mul Daya elves have an iron-strong bond to some force greater than themselves.",68,1,1,
23551,Howl of the Night Pack,,['G'],['G'],,Create a 2/2 green Wolf creature token for each Forest you control.,"The murderous horrors of Raven's Run are legendary, but even that haunted place goes quiet when the night wolves howl.",69,,,
23564,Runeclaw Bear,,['G'],['G'],,,Bears aren't always as strong and as mean as you imagine. Some are even stronger and meaner.,82,2,2,
23597,Bogardan Hellkite,178017.0,['R'],['R'],,"Flash
Flying
When Bogardan Hellkite enters the battlefield, it deals 5 damage divided as you choose among any number of targets.","Cleansing the world, one breath at a time.",2,5,5,
23600,Dragonstorm,178015.0,['R'],['R'],,"Search your library for a Dragon permanent card, put it onto the battlefield, then shuffle.
Storm (When you cast this spell, copy it for each spell cast before it this turn.)",Dragons come not in packs or in herds but in storms.,5,,,
23601,Ebon Dragon,178021.0,['B'],['B'],,"Flying
When Ebon Dragon enters the battlefield, you may have target opponent discard a card.","""The dragon wing of night o'erspreads the earth.""
—*Troilus and Cressida*, William Shakespeare",6,5,4,
23604,"Kokusho, the Evening Star",178022.0,['B'],['B'],['Legendary'],"Flying
When Kokusho, the Evening Star dies, each opponent loses 5 life. You gain life equal to the life lost this way.",The fall of the evening star never heralds a gentle dawn.,9,5,5,
23616,Exorcist,1806.0,['W'],['W'],,"{1}{W}, {T}: Destroy target black creature.","Though they often bore little greater charm than the demons they battled, exorcists were always welcome in Scarwood.",6,1,1,
23618,Festival,1808.0,['W'],['W'],,"Cast this spell only during an opponent's upkeep.
Creatures can't attack this turn.",Only after the townsfolk had drawn us into their merry celebration did we discover that their holiday rituals held a deeper purpose.,8,,,
23620,Holy Light,1810.0,['W'],['W'],,Nonwhite creatures get -1/-1 until end of turn.,"""Bathed in hallowed light, the infidels looked upon the impurities of their souls and despaired."" —*The Book of Tal*",10,,,
23621,Knights of Thorn,1811.0,['W'],['W'],,"Protection from red; banding (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)","""With a great cry, the Goblin host broke and ran as the first wave of Knights penetrated its ranks."" —Tivadar of Thorn, *History of the Goblin Wars*",11,2,2,
23622,Martyr's Cry,1812.0,['W'],['W'],,"Exile all white creatures. For each creature exiled this way, its controller draws a card.","""It is only fitting that one such as I should die in pursuit of knowledge."" —Vervamon the Elder",12,,,
23623,Miracle Worker,1813.0,['W'],['W'],,{T}: Destroy target Aura attached to a creature you control.,"""Those blessed hands could bring surcease to even the most tainted soul.""
—Sister Betje, *Miracles of the Saints*",13,1,1,
23627,Squire,1817.0,['W'],['W'],,,"""Of twenty yeer of age he was, I gesse.
Of his stature he was of even lengthe,
And wonderly deliver, and greete of strengthe.""
—Geoffrey Chaucer, *The Canterbury Tales*",17,1,2,
23630,Amnesia,1746.0,['U'],['U'],,Target player reveals their hand and discards all nonland cards.,"""When one has witnessed the unspeakable, 'tis sometimes better to forget."" —Vervamon the Elder",20,,,
23653,Curse Artifact,1732.0,['B'],['B'],,"Enchant artifact
At the beginning of the upkeep of enchanted artifact's controller, Curse Artifact deals 2 damage to that player unless they sacrifice that artifact.",Voska feared the artifact had come too easily.,43,,,
23654,Eater of the Dead,1733.0,['B'],['B'],,"{0}: If Eater of the Dead is tapped, exile target creature card from a graveyard and untap Eater of the Dead.",Even the putrid muscles of the dead can provide strength to those loathsome enough to consume them.,44,3,4,
23656,Grave Robbers,1735.0,['B'],['B'],,"{B}, {T}: Exile target artifact card from a graveyard. You gain 2 life.","""If you don't have your health, you don't have anything.""
—Proverb",46,1,1,
23657,Inquisition,1736.0,['B'],['B'],,Target player reveals their hand. Inquisition deals damage to that player equal to the number of white cards in their hand.,Many of those entrusted to Primata Delphine's care tended to express themselves with screams.,47,,,
23666,Worms of the Earth,1745.0,['B'],['B'],,"Players can't play lands.
Lands can't enter the battlefield.
At the beginning of each upkeep, any player may sacrifice two lands or have Worms of the Earth deal 5 damage to that player. If a player does either, destroy Worms of the Earth.","The ground collapsed, leaving nothing but the great Worms' mucous residues.",56,,,
23674,Goblin Caves,1790.0,['R'],['R'],,"Enchant land
As long as enchanted land is a basic Mountain, Goblin creatures get +0/+2.",The stench of countless generations of unspeakable activities was enough to loosen both our footing and our stomachs.,64,,,
23683,Orc General,1799.0,['R'],['R'],,"{T}, Sacrifice another Orc or Goblin: Other Orc creatures get +1/+1 until end of turn.","""Your army must fear you more than the enemy. Only then will you triumph."" —Malga Phlegmtooth",73,2,2,
23689,Hidden Path,1768.0,['G'],['G'],,Green creatures have forestwalk. (They can't be blocked as long as defending player controls a Forest.),"""Where moments before we were lost beyond hope, the strange, floating lights showed us the way and restored our morale.""
—Vervamon the Elder",78,,,
23691,Lurker,1770.0,['G'],['G'],,Lurker can't be the target of spells unless it attacked or blocked this turn.,"""Each night we felt it watching us from the darkness beyond our fire. We only had one pack horse left.""
—Maeveen O'Donagh, *Memoirs of a Soldier*",80,2,3,
23693,Niall Silvain,1772.0,['G'],['G'],,"{G}{G}{G}{G}, {T}: Regenerate target creature.","This is his domain, and while you remain here you must value all life as you value your own.",82,2,2,
23694,People of the Woods,1773.0,['G'],['G'],,People of the Woods's toughness is equal to the number of Forests you control.,"""Their rain of arrows left only myself alive, cowering within a tree hollow. They did not even come out to loot the bodies.""
—Vervamon the Elder",83,1,*,
23695,Savaen Elves,1774.0,['G'],['G'],,"{G}{G}, {T}: Destroy target Aura attached to a land.","""Purity of magic can only come from purity of the land. How can a meal nourish if the ingredients are spoiled?"" —Sidaine of Savaen",84,1,1,
23702,Whippoorwill,1781.0,['G'],['G'],,"{G}{G}, {T}: Target creature can't be regenerated this turn. Damage that would be dealt to that creature this turn can't be prevented or dealt instead to another permanent or player. When the creature dies this turn, exile the creature.","If the Whippoorwill remains silent, the soul has not reached its reward.",91,1,1,
